Site,Replicate,Season,Year,Nemertean,Tellina versicolor,Tellina laevigata,Mulinia lateralis,Mactra fragilis,Macoma tenta,Macoma constricta,Ensis minor,Rangia cuneata,Donax texasianus,Amygdalum papyrium,Geukensia demissa,Tagelus divisus,Tagelus plebius,Petricolaria pholadiformis,Agriopoma texasianum,Mytilopsis leucophaetata,Rangia flexuosa,Modiolus squamosus,Alitta succinea,Naineris grubei,Naineris bicornis,Dendronereis arborifera,Sigambra tentaculata,Nephtys incisa,Polydora aggregata,Polydora cornuta,Polydora socialis,Spiophanes bombyx,Streblospio benedictii,Tharyx annulosus,Cossura sp. A,Trochochaeta sp. A,Hobsonia florida,Paranaitis speciosa,Pisione remota,Poecilochaetus johnsoni,Spio pettiboneae,Polydora caulleryi,Dispio uncinata,Microspio pigmentata,Scolepis texana,Scoloplos sp. B,Eteone lactea,Eteone heteropoda,Capitella capitata,Mediomastus ambiseta,Mediomastus spp ,Decamastus gracilis,Boguea enigmatica,Dasybranchus lunulatus,Mediomastus californiensis,Parandalia americana,Synelmis albini,Ceratonereis mirabilis,Paraprionospio pinnata,Amphiduros sp . A,Leitoscoloplos fragilis,Oliva reticularis,Glycinde solitaria,Diopatra cuprea,Nothria sp. A,Salvatoria clavata,Certatocephalus oculata,Monayunkia aestuarina,Vitta  usnea,Littoridinops palustris,Eulimastoma canaliclatum,Macrocyraea zebra,Nassarius acutus,Nassarius vibex,Anthuridae spp.,Ptilanthura colpos,Ampeliscidae spp.,Ampelisca abdita,Leucon acutirostris,Corophium louisianum,Dexaminidae,Gammarus spp. ,Gammarus mucronatus,Haustoriidae spp. ,Ischyroceridae,Lysianassidae,Megaluropidaespp.,Cerapus benthophilius,Ancinus depressus,Clibanarius vittatus,Callinectes sapidus,Pagurus annulipes,Elasmopus levis,Listriella barnardii,Mysidopsis bigelowi,Mysidae spp.,Bowmaniella dissimilis,Colomastigidae,Liljeborgiidae,Panopeus obesus,Upogebia affinis,Rithropanopeus harrisii,Farfantepenaeus duorarum,unknown polychaete,Oligochaete (Tubificidae),Anispotera,Chironomi larvae,Bug 1,unknown amphipod,Spionidae,Penaeidae,Decapod,hippogriff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand,percent_LOI,EG1,EG2,EG3,EG4,EG5,undefined,mean_annual_sa,SAL_anom
10,R3,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.798' W -90˚00.991',29.5,13.66,mesohaline,6.07,8.32,2,2,10,R3,Summer,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455,14.49297914,0,0,0,0,0,1,16.864,3.204
11,R1,Summer,2021,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,4,3,11,R1,Summer,2021,0,1,0,0,0,2,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378,6.031771063,0,0,1,0,0,2,16.55375,1.78375
11,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,6,4,11,R2,Summer,2021,4,0,1,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378,6.031771063,0,1,4,0,0,,16.55375,1.78375
11,R3,Summer,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,7,7,11,R3,Summer,2021,2,2,0,0,0,1,1,0,0,0,0,0,1,21.93301,39.93597,38.13103378,6.031771063,1,0,3,1,1,,16.55375,1.78375
12,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,6,2,12,R1,Summer,2021,0,0,5,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0,0,0,5,0,,13.59,0.18
12,R2,Summer,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,4,3,12,R2,Summer,2021,0,1,2,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0,0,1,2,0,,13.59,0.18
12,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,3,2,12,R3,Summer,2021,0,0,2,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0,0,0,2,0,,13.59,0.18
13,R1,Summer,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,5,4,13,R1,Summer,2021,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102,1.328405913,0,1,1,0,0,2,19.862,3.092
13,R2,Summer,2021,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,4,3,13,R2,Summer,2021,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,99.9999102,1.328405913,1,0,0,0,0,2,19.862,3.092
13,R3,Summer,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,6,4,13,R3,Summer,2021,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102,1.328405913,0,3,2,0,0,,19.862,3.092
14,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,4,3,14,R1,Summer,2021,2,0,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,0,0,2,0,0,1,20.68714286,4.057142857
14,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,8,7,14,R2,Summer,2021,1,3,1,0,0,2,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,3,2,2,0,0,1,20.68714286,4.057142857
14,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,3,3,14,R3,Summer,2021,0,1,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,1,0,0,0,0,1,20.68714286,4.057142857
15,R1,Summer,2021,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,9,7,15,R1,Summer,2021,3,3,0,0,0,1,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,1,2,3,0,2,,22.525,7.875
15,R2,Summer,2021,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,23,11,15,R2,Summer,2021,9,3,0,0,0,6,2,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,6,5,5,1,3,2,22.525,7.875
15,R3,Summer,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,4,3,15,R3,Summer,2021,2,1,0,0,0,0,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,1,0,2,0,0,,22.525,7.875
1,R1,Fall,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,,,1,R1,Fall,2021,,,,,,,,,,,,,,2.3809358,2.0713162,95.5477968,2.403392403,1,0,0,0,0,0,21.46666667,0.746666667
1,R2,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,,,1,R2,Fall,2021,,,,,,,,,,,,,,2.3809358,2.0713162,95.5477968,2.403392403,1,0,0,0,0,1,21.46666667,0.746666667
1,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,,,1,R3,Fall,2021,,,,,,,,,,,,,,2.3809358,2.0713162,95.5477968,2.403392403,0,1,0,0,0,,21.46666667,0.746666667
2,R1,Fall,2021,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,,,2,R1,Fall,2021,,,,,,,,,,,,,,13.176932,28.531268,58.29178257,11.65784541,0,0,0,0,0,,7.962,0.592
2,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,,,2,R2,Fall,2021,,,,,,,,,,,,,,13.176932,28.531268,58.29178257,11.65784541,0,0,0,0,0,,7.962,0.592
2,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,,,2,R3,Fall,2021,,,,,,,,,,,,,,13.176932,28.531268,58.29178257,11.65784541,0,0,0,0,0,0,7.962,0.592
2,R4,Fall,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,,,2,R4,Fall,2021,,,,,,,,,,,,,,17.3749792,29.500928,53.12412292,11.65784541,0,0,0,0,0,2,7.962,0.592
3,R1,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,,,3,R1,Fall,2021,,,,,,,,,,,,,,17.3749792,29.500928,53.12412292,8.576258043,1,0,0,0,0,1,10.67,3.29
3,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,,,3,R2,Fall,2021,,,,,,,,,,,,,,17.3749792,29.500928,53.12412292,8.576258043,0,0,0,0,0,,10.67,3.29
3,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,,,3,R3,Fall,2021,,,,,,,,,,,,,,17.3749792,29.500928,53.12412292,8.576258043,0,2,0,0,0,,10.67,3.29
3,R4,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,,,3,R4,Fall,2021,,,,,,,,,,,,,,17.3749792,29.500928,53.12412292,8.576258043,0,0,0,0,0,1,10.67,3.29
4,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,,,4,R1,Fall,2021,,,,,,,,,,,,,,13.2297987,28.020749,58.7494746,57.82698735,0,0,3,0,0,,1.9337,-1.3563
4,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,,,4,R2,Fall,2021,,,,,,,,,,,,,,13.2297987,28.020749,58.7494746,57.82698735,0,0,3,0,0,,1.9337,-1.3563
4,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,,,4,R3,Fall,2021,,,,,,,,,,,,,,13.2297987,28.020749,58.7494746,57.82698735,0,0,5,0,0,,1.9337,-1.3563
4,4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,,,4,4,Fall,2021,,,,,,,,,,,,,,13.2297987,28.020749,58.7494746,57.82698735,0,0,1,0,0,,1.9337,-1.3563
5,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,,,5,R1,Fall,2021,,,,,,,,,,,,,,7.1531299,17.753442,75.0934696,23.57227903,0,0,0,0,0,,1.646666667,-0.763333333
5,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,,,5,R2,Fall,2021,,,,,,,,,,,,,,7.1531299,17.753442,75.0934696,23.57227903,0,1,0,0,0,,1.646666667,-0.763333333
5,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,,,5,R3,Fall,2021,,,,,,,,,,,,,,7.1531299,17.753442,75.0934696,23.57227903,0,1,0,0,0,,1.646666667,-0.763333333
5,R4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,,,5,R4,Fall,2021,,,,,,,,,,,,,,7.1531299,17.753442,75.0934696,23.57227903,0,0,0,0,0,,1.646666667,-0.763333333
6,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.796' W -90˚02.524',26.5,3.9,oligohaline,7.09,8.01,,,6,R1,Fall,2021,,,,,,,,,,,,,,8.6034726,18.342648,73.05388,2.689086531,0,0,1,0,0,,2.6,-1.3
